Geography,Geographic Area Name,Total,T_ Male,T_ Female,T_ African American,T_ American Indian/Alaska Native,T_ Asian,T_ Hawaiian/ Pacific Islander,T_ Two or more races,T_ Other race,T_ Hispanic or Latino,T_ White,BP_Total,BP_ Male,BP_ Female,BP_ African American%,BP_ Asian%,BP_ Two or more races%,BP_ Hispanic or Latino%,BP_ White%,T_Households,Households<$10k,Households>$200k,Median income,Mean income,BP_ Total%,state,county
0500000US48397,"Rockwall County, Texas",109629,54686,54943,8410,1113,3582,74,10313,3631,21345,73248,4575,1874,2701,9.8,6.0,3.7,5.1,3.2,37881,1.9,22.1,121303,154691,4.2,48,397
0500000US48399,"Runnels County, Texas",9580,4868,4712,260,84,6,0,1326,278,3368,5778,1136,420,716,10.0,0.0,12.4,18.5,8.0,3780,4.1,4.4,55424,75022,11.9,48,399
0500000US48401,"Rusk County, Texas",47796,24096,23700,6523,29,182,65,5315,960,8133,31195,6416,2802,3614,15.5,1.6,30.8,26.5,8.9,17792,4.0,6.7,61661,84856,13.4,48,401
0500000US48403,"Sabine County, Texas",9850,4916,4934,497,85,165,38,343,105,476,8287,1705,886,819,19.1,0.0,25.7,25.0,16.9,4471,5.5,5.3,47061,73675,17.3,48,403
0500000US48405,"San Augustine County, Texas",7671,3751,3920,1705,71,3,0,69,389,618,5274,2093,1045,1048,37.7,0.0,0.0,57.0,20.8,3051,12.5,1.9,45888,59266,27.3,48,405
0500000US48407,"San Jacinto County, Texas",27507,13674,13833,2547,152,40,16,2905,837,4093,20042,4780,2084,2696,10.6,0.0,28.7,26.9,16.2,10064,4.7,3.7,54839,76309,17.4,48,407
0500000US48409,"San Patricio County, Texas",67900,34597,33303,974,233,602,159,13781,3378,39911,25091,10701,4596,6105,37.0,41.2,21.3,20.8,6.2,23920,6.3,7.2,63842,85477,15.8,48,409
0500000US48411,"San Saba County, Texas",5154,2757,2397,0,3,7,0,421,268,1539,3402,736,393,343,0,0.0,7.4,22.7,10.6,2014,3.7,4.4,54087,71975,14.3,48,411
0500000US48413,"Schleicher County, Texas",2466,1173,1293,40,1,0,7,211,802,1343,1049,357,146,211,32.5,0,5.2,20.8,6.1,899,8.9,0.7,53774,70578,14.5,48,413
0500000US48415,"Scurry County, Texas",14862,7346,7516,322,116,97,0,1062,1560,6242,7821,1757,905,852,18.0,9.3,18.8,16.5,8.4,5693,2.7,5.6,58932,82991,11.8,48,415
0500000US48417,"Shackelford County, Texas",3097,1546,1551,7,1,5,0,150,100,384,2633,350,133,217,0.0,0.0,4.7,13.5,11.1,1324,7.1,4.2,60924,76415,11.3,48,417
0500000US48419,"Shelby County, Texas",23964,11998,11966,3887,291,109,163,1518,1500,4548,14537,5575,2699,2876,34.9,0.0,18.9,38.2,14.7,8988,5.9,3.6,49231,69370,23.3,48,419
0500000US48421,"Sherman County, Texas",2380,1169,1211,1,0,25,0,341,185,1027,1299,198,89,109,0.0,0.0,8.8,12.9,4.8,803,2.6,9.5,66169,116652,8.3,48,421
0500000US48423,"Smith County, Texas",228331,110768,117563,38250,845,3904,176,15820,5949,47078,133836,28799,13645,15154,17.0,12.3,14.5,15.6,10.0,81286,5.1,7.6,69053,92062,12.6,48,423
0500000US48425,"Somervell County, Texas",9160,4510,4650,159,28,50,0,1009,446,1681,7117,667,347,320,65.4,0.0,6.5,8.9,5.7,3345,2.5,8.2,87899,97659,7.3,48,425
0500000US48427,"Starr County, Texas",65140,31702,33438,31,45,34,0,22711,4843,62761,2044,21796,9254,12542,25.8,14.7,41.5,34.1,20.2,18634,12.1,2.5,35979,53913,33.5,48,427
0500000US48429,"Stephens County, Texas",8806,4592,4214,174,72,93,0,718,333,2162,6194,1467,525,942,0.0,14.0,8.5,23.0,14.4,3405,7.0,3.3,44712,68486,16.7,48,429
0500000US48431,"Sterling County, Texas",1356,715,641,0,2,3,0,167,169,460,886,24,14,10,0,100.0,0.0,0.0,2.4,392,2.6,11.7,63558,98668,1.8,48,431
0500000US48433,"Stonewall County, Texas",1289,660,629,0,33,0,0,43,73,354,923,91,43,48,0,0,27.9,3.7,7.2,450,6.7,2.9,66591,75657,7.1,48,433
0500000US48435,"Sutton County, Texas",3326,1633,1693,2,28,0,8,150,1557,2484,785,551,228,323,100.0,0,0.0,21.1,3.2,1068,8.6,1.1,56778,69544,16.6,48,435
0500000US48437,"Swisher County, Texas",6366,3246,3120,393,16,78,20,718,238,3031,2736,1879,861,1018,75.1,74.4,26.0,41.3,11.0,2401,9.5,2.3,40290,55431,29.5,48,437
0500000US48439,"Tarrant County, Texas",2083760,1027266,1056494,359217,11158,121378,4207,249837,178679,623860,912135,229643,100666,128977,15.9,9.4,11.7,14.1,7.1,754969,3.8,11.3,78872,107434,11.0,48,439
0500000US48441,"Taylor County, Texas",136790,66696,70094,10560,254,3158,26,15137,8905,34976,84363,19947,8544,11403,25.4,18.5,18.3,19.1,11.6,53888,5.1,5.1,61806,82300,14.6,48,441
0500000US48443,"Terrell County, Texas",862,501,361,0,0,0,0,133,39,405,457,55,0,55,0,0,0.0,2.0,10.3,436,7.6,2.3,52813,66441,6.4,48,443
0500000US48445,"Terry County, Texas",11023,5732,5291,376,39,20,0,3091,470,6292,4265,2464,1028,1436,32.4,0.0,21.7,29.7,10.5,4170,9.7,3.7,42694,67747,22.4,48,445
0500000US48447,"Throckmorton County, Texas",1439,773,666,3,0,6,0,89,11,186,1212,201,51,150,100.0,0.0,64.0,39.2,10.1,635,5.4,3.1,55221,66570,14.0,48,447
0500000US48449,"Titus County, Texas",30946,15451,15495,2978,168,334,0,4119,4597,14065,13113,5674,2373,3301,17.1,20.1,27.7,22.4,14.0,10802,6.4,3.6,57634,72023,18.3,48,449
0500000US48451,"Tom Green County, Texas",113564,56208,57356,4047,652,1241,33,17089,7119,48293,57575,13332,5442,7890,22.0,5.2,12.2,13.7,9.5,45449,4.6,5.3,67215,86111,11.7,48,451
0500000US48453,"Travis County, Texas",1262697,645496,617201,101911,9805,91231,556,150120,110087,422315,603570,142451,67126,75325,16.9,11.5,10.6,16.5,7.1,538109,4.8,17.2,92731,130157,11.3,48,453
0500000US48455,"Trinity County, Texas",13520,6705,6815,1113,22,17,0,727,610,1563,10442,1925,907,1018,37.6,23.5,49.7,24.6,8.9,5946,6.3,4.2,51165,71207,14.2,48,455
0500000US48457,"Tyler County, Texas",17737,8777,8960,1117,30,125,0,732,207,736,15133,3184,1411,1773,43.1,6.4,20.4,8.7,16.4,6811,6.2,3.0,50898,80667,18.0,48,457
0500000US48459,"Upshur County, Texas",40525,20164,20361,3030,49,206,25,2292,897,3764,32088,5900,2746,3154,22.3,40.3,12.3,15.4,13.4,14969,5.0,5.0,60456,80248,14.6,48,459
0500000US48461,"Upton County, Texas",3221,1596,1625,64,21,37,0,165,1549,1823,1296,655,318,337,0.0,0.0,0.0,22.8,18.5,1363,6.5,3.2,55284,69047,20.3,48,461
0500000US48463,"Uvalde County, Texas",24005,11939,12066,252,142,435,0,2696,1842,17345,5985,5791,2995,2796,52.0,81.4,17.3,26.9,13.7,8420,6.8,5.3,55000,72307,24.1,48,463
0500000US48465,"Val Verde County, Texas",45793,23113,22680,413,187,302,5,7582,4148,38238,6205,7418,3532,3886,18.2,3.6,15.2,16.5,14.2,16643,6.3,2.7,57250,71313,16.2,48,465
0500000US48467,"Van Zandt County, Texas",59033,29094,29939,1507,234,269,13,2350,1395,7282,48633,7760,3329,4431,21.4,8.6,24.2,16.6,12.3,22326,4.5,6.3,62334,85932,13.1,48,467
0500000US48469,"Victoria County, Texas",89351,43853,45498,4737,208,1235,76,16683,4581,43144,38396,14870,6471,8399,29.7,10.0,19.7,20.8,10.7,34265,4.8,6.1,66308,83950,16.6,48,469
0500000US48471,"Walker County, Texas",60850,31708,29142,12219,52,840,236,3771,1440,8751,37341,11841,4798,7043,25.8,26.1,23.5,25.3,15.6,24592,11.5,3.3,47193,65076,19.5,48,471
0500000US48473,"Waller County, Texas",52888,27057,25831,10353,801,860,40,4555,8511,17367,23075,6890,3175,3715,26.3,3.3,12.9,14.1,6.6,17780,5.9,11.5,71643,102547,13.0,48,473
0500000US48475,"Ward County, Texas",11236,5657,5579,706,15,75,0,760,1247,6279,4199,1530,705,825,36.7,0.0,2.2,16.3,9.0,4264,4.8,4.3,70771,89224,13.6,48,475
0500000US48477,"Washington County, Texas",33541,16466,17075,5912,60,133,0,2102,877,5759,21119,3988,1973,2015,29.5,18.0,22.4,8.7,7.2,14482,3.7,9.0,70043,96797,11.9,48,477
0500000US48479,"Webb County, Texas",264040,130493,133547,1207,700,1357,0,104300,15038,252306,8650,56471,25147,31324,11.5,30.3,20.7,21.7,12.3,77797,6.5,4.9,59984,78814,21.4,48,479
0500000US48481,"Wharton County, Texas",40955,20344,20611,5264,7,157,0,4666,1780,17693,17605,5998,2552,3446,32.5,8.9,9.4,16.4,7.9,15148,5.3,5.8,59712,78675,14.6,48,481
0500000US48483,"Wheeler County, Texas",4887,2517,2370,121,13,13,0,370,189,1251,3359,896,371,525,72.7,0.0,11.1,25.8,13.1,1908,2.9,4.0,58158,75121,18.3,48,483
0500000US48485,"Wichita County, Texas",117321,57555,59766,10304,980,2748,153,9343,3609,23743,76106,18483,7823,10660,23.6,7.0,22.5,22.9,12.5,48604,6.5,4.2,58862,78508,15.8,48,485
0500000US48487,"Wilbarger County, Texas",12200,5981,6219,865,70,413,0,1486,983,3751,6791,2244,1239,1005,40.5,0.0,22.5,23.4,13.9,4626,4.2,2.0,50769,62488,18.4,48,487
0500000US48489,"Willacy County, Texas",18905,9840,9065,2,104,0,0,4887,646,16955,1876,5032,2590,2442,100.0,0,34.3,28.2,13.0,5414,9.5,1.7,42839,59226,26.6,48,489
0500000US48491,"Williamson County, Texas",612543,304732,307811,41153,2598,50239,776,77524,25990,153103,342787,38840,17296,21544,12.2,4.5,6.6,8.6,4.7,229906,2.5,15.6,102851,126077,6.3,48,491
0500000US48493,"Wilson County, Texas",49678,25088,24590,784,236,219,0,8183,2037,20335,27138,5112,2314,2798,10.1,24.7,12.8,12.9,8.0,17345,5.0,12.9,89708,116008,10.3,48,493
0500000US48495,"Winkler County, Texas",7496,3839,3657,411,148,43,2,1205,821,4704,2397,947,431,516,39.7,0.0,4.6,12.9,5.2,2685,0.9,2.5,89155,91621,12.6,48,495
0500000US48497,"Wise County, Texas",68603,34456,34147,770,503,413,47,3954,3146,13604,51775,6230,2597,3633,3.8,7.7,13.5,10.7,8.8,24079,2.4,11.0,85385,104830,9.1,48,497
0500000US48499,"Wood County, Texas",43538,21583,21955,1439,39,216,0,2620,1218,4405,36130,5497,2296,3201,18.6,6.0,17.1,17.6,11.5,17824,5.8,5.3,61748,83609,12.6,48,499
0500000US48501,"Yoakum County, Texas",7606,3576,4030,120,79,40,0,1772,681,5183,2148,1036,553,483,0.0,0.0,22.8,15.8,9.5,2654,1.6,12.0,80317,98866,13.6,48,501
0500000US48503,"Young County, Texas",17606,8725,8881,294,71,62,0,1193,417,3455,13452,2767,1105,1662,11.2,0.0,27.1,14.3,15.7,7565,6.1,3.8,65565,83470,15.7,48,503
0500000US48505,"Zapata County, Texas",13739,6835,6904,13,0,21,0,5240,1178,13015,595,5109,2386,2723,0.0,0.0,43.3,38.2,22.9,4580,12.9,3.9,35061,56419,37.2,48,505
0500000US48507,"Zavala County, Texas",9634,5035,4599,62,11,32,0,3515,439,9081,491,2987,1427,1560,100.0,0.0,23.6,32.0,4.5,3427,5.0,1.4,49243,60004,31.0,48,507
0500000US49001,"Beaver County, Utah",6898,3644,3254,0,58,0,0,256,396,869,5789,485,260,225,0,0,6.3,29.7,3.8,2290,3.2,3.0,80268,86270,7.0,49,001
0500000US49003,"Box Elder County, Utah",57908,29636,28272,213,251,581,102,3341,1084,5690,49995,4719,2147,2572,41.3,16.4,20.4,24.0,6.2,18557,4.8,5.8,72769,91694,8.1,49,003
0500000US49005,"Cache County, Utah",130636,65804,64832,903,439,2558,534,7672,4406,14357,108104,17695,8169,9526,18.8,31.0,22.9,23.3,11.6,41718,3.4,6.8,72719,92460,13.5,49,005
0500000US49007,"Carbon County, Utah",19975,10015,9960,217,123,55,31,1242,417,2747,16415,3317,1512,1805,36.4,70.9,15.8,27.4,14.8,7998,6.7,2.1,53734,66194,16.6,49,007
0500000US49009,"Daggett County, Utah",589,318,271,0,4,0,0,25,0,8,558,46,26,20,0,0,4.0,0.0,8.1,235,8.9,2.6,61250,73434,7.8,49,009
0500000US49011,"Davis County, Utah",360353,182684,177669,4400,1433,6606,2811,22597,7402,37685,295662,21786,8997,12789,10.6,8.4,5.9,11.5,5.4,112155,2.3,13.6,101285,123102,6.0,49,011
0500000US49013,"Duchesne County, Utah",19443,9806,9637,65,664,78,85,859,439,1676,16360,2625,1253,1372,63.1,5.1,9.2,23.3,11.5,6461,3.5,5.5,70821,86012,13.5,49,013
0500000US49015,"Emery County, Utah",9791,4976,4815,8,58,0,96,239,33,676,8798,1156,494,662,62.5,0,33.1,28.4,10.3,3447,3.3,2.2,67056,78765,11.8,49,015
0500000US49017,"Garfield County, Utah",4947,2493,2454,0,144,0,14,60,27,329,4421,787,502,285,0,0,0.0,15.2,13.3,1952,4.3,4.0,56481,72278,15.9,49,017
0500000US49019,"Grand County, Utah",9599,4917,4682,2,343,137,101,445,203,1045,7731,1505,658,847,0.0,5.8,20.9,15.6,13.5,4335,7.6,4.2,59171,80818,15.7,49,019
0500000US49021,"Iron County, Utah",57417,28831,28586,388,900,644,142,3054,1565,5477,48475,8109,3681,4428,40.5,26.1,14.6,14.4,13.7,18596,4.5,4.5,63005,80860,14.1,49,021
0500000US49023,"Juab County, Utah",11784,6158,5626,76,130,71,1,543,54,677,10663,1009,429,580,0.0,0.0,18.6,10.2,8.1,3594,3.0,6.2,88048,99208,8.6,49,023
0500000US49025,"Kane County, Utah",7571,3693,3878,0,122,84,0,166,48,305,7020,978,481,497,0,94.0,0.0,34.8,12.3,3225,6.6,6.3,70327,89463,12.9,49,025
0500000US49027,"Millard County, Utah",12862,6618,6244,23,185,220,20,527,831,1638,10657,1439,681,758,47.8,22.3,1.3,23.9,9.1,4177,2.8,4.0,69403,82688,11.2,49,027
0500000US49029,"Morgan County, Utah",12355,6409,5946,69,25,50,65,266,155,377,11522,213,110,103,0.0,0.0,0.0,5.8,1.7,3506,2.2,18.7,120854,145747,1.7,49,029
0500000US49031,"Piute County, Utah",1746,922,824,0,0,0,0,49,29,73,1661,365,206,159,0,0,63.3,26.0,20.1,569,5.6,0.7,33359,49356,20.9,49,031
0500000US49033,"Rich County, Utah",2535,1279,1256,0,15,1,0,197,89,254,2176,203,49,154,0,0.0,0.0,35.0,4.5,765,2.0,4.4,69250,81732,8.0,49,033
0500000US49035,"Salt Lake County, Utah",1164763,588766,575997,20888,9953,48393,18548,93150,104354,221233,806255,94306,43940,50366,22.3,9.5,9.1,12.3,6.4,407673,3.0,12.4,90011,115832,8.1,49,035
0500000US49037,"San Juan County, Utah",14222,7096,7126,6,6384,74,53,664,411,861,6269,2937,1437,1500,0.0,23.0,36.7,28.0,7.7,4457,8.6,4.6,52108,75391,20.7,49,037
0500000US49039,"Sanpete County, Utah",26244,13090,13154,224,114,179,129,575,1618,2156,23030,3888,1641,2247,35.3,25.1,4.5,25.8,13.7,8617,3.4,4.4,64356,81805,14.8,49,039
0500000US49041,"Sevier County, Utah",21303,10895,10408,115,190,95,42,704,371,1185,19393,2501,1046,1455,0.0,29.5,10.2,14.0,11.6,7396,3.1,3.6,66972,81543,11.7,49,041
0500000US49043,"Summit County, Utah",42362,21893,20469,321,178,764,48,2435,1398,4663,35560,2218,1075,1143,8.1,2.4,6.7,7.4,5.0,13655,3.7,29.6,126392,194835,5.2,49,043
0500000US49045,"Tooele County, Utah",73221,37343,35878,559,248,594,523,5654,2157,10051,58689,3322,1486,1836,0.0,8.1,6.4,4.7,4.4,22124,1.8,8.9,95545,112291,4.5,49,045
0500000US49047,"Uintah County, Utah",35473,17930,17543,129,2203,220,36,2791,665,3099,28354,4105,1858,2247,100.0,31.8,10.0,17.0,8.8,11547,5.9,5.2,67983,84449,11.6,49,047
0500000US49049,"Utah County, Utah",649200,330110,319090,3793,3629,9037,5125,45742,21733,81554,523531,57565,26567,30998,20.0,18.8,8.9,12.1,8.0,187171,2.8,11.7,91263,116214,8.9,49,049
0500000US49051,"Wasatch County, Utah",34777,17766,17011,153,66,412,25,2233,1375,4801,28627,1864,938,926,0.0,0.0,10.6,16.9,3.3,11407,1.7,17.8,104855,152417,5.4,49,051
0500000US49053,"Washington County, Utah",181111,90126,90985,909,2176,1920,1070,8673,6749,20044,150183,15967,7188,8779,20.2,15.3,13.1,14.2,7.6,64151,3.1,8.1,71976,99534,8.8,49,053
0500000US49055,"Wayne County, Utah",2505,1290,1215,0,0,0,0,28,1,40,2440,212,98,114,0,0,17.9,0.0,8.5,1051,1.4,4.5,64870,78610,8.5,49,055
0500000US49057,"Weber County, Utah",260040,131602,128438,2620,1771,3619,577,17538,13028,48871,195093,19866,9291,10575,15.3,7.3,7.8,9.6,7.0,89990,3.3,7.8,82291,99422,7.6,49,057
0500000US50001,"Addison County, Vermont",34374,17404,16970,314,47,245,5,1108,184,645,32296,2577,1211,1366,18.8,4.9,10.6,25.4,7.0,14416,2.8,9.7,85870,103237,7.5,50,001
0500000US50003,"Bennington County, Vermont",36227,17804,18423,339,44,358,27,1229,271,846,33552,4059,1761,2298,24.2,49.2,12.8,29.7,10.2,14566,6.1,7.9,68558,94727,11.2,50,003
0500000US50005,"Caledonia County, Vermont",29636,14910,14726,255,68,130,0,1011,244,555,27757,3500,1586,1914,28.6,18.5,16.7,24.5,11.3,12819,4.0,5.6,62964,84309,11.8,50,005
0500000US50007,"Chittenden County, Vermont",159030,79248,79782,4078,138,6388,60,7725,885,4004,138133,17754,7807,9947,25.4,19.5,16.9,12.1,10.0,69318,4.2,13.5,89494,114146,11.2,50,007
0500000US50009,"Essex County, Vermont",5963,3013,2950,2,39,44,0,209,0,92,5604,789,305,484,0.0,63.6,10.0,46.7,12.5,2667,3.3,3.1,55247,71462,13.2,50,009
0500000US50011,"Franklin County, Vermont",49650,25000,24650,113,303,331,0,2371,248,904,46094,5151,2267,2884,14.2,6.0,17.7,12.3,9.7,19233,4.6,5.8,73633,88809,10.4,50,011
0500000US50013,"Grand Isle County, Vermont",7315,3747,3568,80,128,25,0,278,52,147,6670,544,277,267,1.3,0.0,11.2,2.0,7.6,3027,3.6,12.4,86639,113302,7.4,50,013
0500000US50015,"Lamoille County, Vermont",25362,12743,12619,286,90,123,0,833,216,476,23723,2177,1129,1048,20.3,0.8,17.9,9.5,8.1,11176,4.1,8.0,69886,98575,8.6,50,015
0500000US50017,"Orange County, Vermont",28873,14479,14394,98,81,147,2,920,191,399,27284,2662,1209,1453,8.2,18.4,10.1,17.0,9.1,12690,2.4,5.3,74534,89027,9.2,50,017
0500000US50019,"Orleans County, Vermont",26585,13371,13214,164,79,143,5,818,89,429,25018,2610,1025,1585,9.8,8.4,11.2,11.9,9.7,11528,3.7,4.7,63981,79444,9.8,50,019
0500000US50021,"Rutland County, Vermont",58789,29371,29418,290,79,442,0,2179,176,968,55246,6677,2907,3770,22.1,23.3,17.6,11.6,11.0,25334,3.5,5.7,62641,83665,11.4,50,021
0500000US50023,"Washington County, Vermont",57717,28567,29150,515,20,438,4,1950,327,989,53942,5703,2787,2916,13.4,14.6,11.4,17.4,9.6,25166,3.3,8.4,77278,98630,9.9,50,023
0500000US50025,"Windham County, Vermont",44303,21802,22501,396,91,523,0,1811,151,967,40894,5563,2491,3072,23.7,29.6,19.7,17.9,11.9,19382,3.1,7.4,65473,90021,12.6,50,025
0500000US50027,"Windsor County, Vermont",57053,28038,29015,382,54,581,0,2083,377,1149,53240,4973,2148,2825,15.2,20.8,10.9,12.4,8.3,24536,3.7,9.3,69492,98098,8.7,50,027
0500000US51001,"Accomack County, Virginia",32960,16033,16927,9340,79,255,0,2085,570,3052,19611,5240,2289,2951,23.6,20.8,13.1,23.8,10.5,14252,5.2,4.7,52694,73075,15.9,51,001
0500000US51003,"Albemarle County, Virginia",104000,49381,54619,8833,124,4773,34,5314,1762,6270,80289,7378,2897,4481,16.0,9.3,2.6,9.3,6.0,44031,2.6,17.9,97708,137904,7.1,51,003
0500000US51005,"Alleghany County, Virginia",14863,7411,7452,737,0,4,0,290,77,246,13563,2035,860,1175,19.1,0.0,42.4,5.3,13.0,6309,8.3,3.4,52546,68475,13.7,51,005
0500000US51007,"Amelia County, Virginia",13201,6503,6698,2668,0,1,0,701,0,455,9649,1469,752,717,4.5,0.0,25.2,40.0,10.3,5258,6.0,5.7,63438,83253,11.1,51,007
0500000US51009,"Amherst County, Virginia",30574,14833,15741,5549,238,210,22,1100,553,827,22640,3452,1434,2018,14.5,10.0,21.7,36.8,9.0,12615,4.3,5.5,64454,84089,11.3,51,009
0500000US51011,"Appomattox County, Virginia",16156,7879,8277,2943,1,39,0,297,340,352,12296,2225,1028,1197,23.6,82.1,31.0,6.3,9.6,6535,5.8,4.8,60041,74825,13.8,51,011
0500000US51013,"Arlington County, Virginia",232818,117148,115670,21058,856,24185,242,21991,12745,36226,139028,15527,6906,8621,14.3,11.4,7.8,10.1,4.1,110887,3.3,30.3,137387,180199,6.7,51,013
0500000US51015,"Augusta County, Virginia",73764,36350,37414,1885,88,318,66,2028,899,2351,67248,5981,2332,3649,24.2,42.1,11.2,28.5,6.4,30056,2.8,5.0,76124,89194,8.1,51,015
0500000US51017,"Bath County, Virginia",4040,2031,2009,185,4,14,0,0,48,31,3773,956,610,346,67.6,0.0,0,51.6,21.6,1905,6.1,6.9,55699,74381,23.7,51,017
0500000US51019,"Bedford County, Virginia",78985,39125,39860,4739,53,1008,0,3210,981,2049,67962,7161,3263,3898,19.7,26.9,6.0,1.6,8.4,32510,3.0,7.8,74773,98237,9.1,51,019
0500000US51021,"Bland County, Virginia",5247,2621,2626,44,6,9,0,66,0,12,5122,564,260,304,61.4,0.0,12.1,0.0,10.3,2235,2.6,2.1,59901,74177,10.7,51,021
0500000US51023,"Botetourt County, Virginia",33322,16588,16734,731,41,170,83,1087,141,662,30583,2397,1035,1362,4.8,18.8,5.7,0.0,7.4,12916,3.4,8.5,77680,99520,7.2,51,023
0500000US51025,"Brunswick County, Virginia",13666,6523,7143,7258,29,15,0,343,180,289,5823,2346,828,1518,21.1,13.3,12.2,0.0,12.7,6165,4.2,4.8,52678,67794,17.2,51,025
0500000US51027,"Buchanan County, Virginia",19298,9795,9503,64,0,6,0,159,51,95,18996,4878,2565,2313,100.0,0.0,29.6,52.6,25.0,7494,8.5,1.7,39591,55860,25.3,51,027
0500000US51029,"Buckingham County, Virginia",14870,7457,7413,4438,19,1,0,574,241,314,9538,2083,814,1269,21.4,0.0,5.9,79.3,8.7,5898,4.0,3.4,59894,73274,14.0,51,029
0500000US51031,"Campbell County, Virginia",54722,26569,28153,7596,93,555,24,2850,379,1692,42774,5460,2389,3071,8.5,10.8,12.9,15.9,10.1,22409,4.3,3.8,59022,76036,10.0,51,031
0500000US51033,"Caroline County, Virginia",29697,14247,15450,7314,123,267,0,1832,1152,1496,18748,3435,1548,1887,13.7,0.0,16.4,23.5,9.0,11387,3.9,8.2,83562,100056,11.6,51,033
0500000US51035,"Carroll County, Virginia",28950,14311,14639,118,70,38,0,714,561,1221,27101,4411,2226,2185,19.5,0.0,51.7,20.1,14.4,12141,7.2,2.2,49113,63652,15.2,51,035
0500000US51036,"Charles City County, Virginia",6706,3315,3391,2928,386,13,0,357,38,146,2944,836,427,409,14.5,23.1,5.9,6.8,12.5,2905,7.0,5.3,65573,85855,12.5,51,036
0500000US51037,"Charlotte County, Virginia",11342,5764,5578,2980,0,42,0,323,10,297,7724,2304,1050,1254,20.4,0.0,13.6,89.2,18.2,4540,5.9,1.1,51548,65796,20.3,51,037
0500000US51041,"Chesterfield County, Virginia",361091,175157,185934,84133,782,12770,273,18724,19265,35735,215055,24163,10569,13594,9.7,8.1,7.4,13.4,4.3,134144,2.8,13.8,95757,120588,6.7,51,041
0500000US51043,"Clarke County, Virginia",14615,7163,7452,618,44,178,0,494,355,947,12383,789,368,421,11.0,0.0,6.7,1.9,5.4,5617,1.6,15.6,107475,125848,5.4,51,043
0500000US51045,"Craig County, Virginia",4740,2370,2370,1,0,0,0,185,72,45,4482,518,239,279,0.0,0,0.0,0.0,11.6,1810,4.8,5.1,66286,83740,10.9,51,045
0500000US51047,"Culpeper County, Virginia",51171,24968,26203,6624,154,365,60,3670,3433,6246,35146,3752,1592,2160,5.1,4.4,8.8,11.8,6.8,18188,3.0,10.0,92359,112583,7.3,51,047
0500000US51049,"Cumberland County, Virginia",9691,4881,4810,2946,4,79,10,448,29,114,6175,770,381,389,6.2,0.0,25.7,15.8,7.6,4055,3.6,7.4,56497,91502,7.9,51,049
0500000US51051,"Dickenson County, Virginia",13625,6863,6762,52,26,50,0,122,11,140,13316,3062,1324,1738,7.7,56.0,66.4,80.7,21.7,5543,9.1,1.4,40143,56343,22.5,51,051
0500000US51053,"Dinwiddie County, Virginia",27279,13603,13676,8365,5,188,16,518,311,1055,17192,3014,1254,1760,17.4,22.9,5.4,1.1,8.3,10432,5.7,7.5,77225,92305,11.0,51,053
0500000US51057,"Essex County, Virginia",10501,4959,5542,3961,35,60,0,439,6,469,5656,1797,750,1047,22.3,38.3,12.1,6.0,14.8,4258,9.8,3.1,52335,67229,17.1,51,057
0500000US51059,"Fairfax County, Virginia",1134981,567927,567054,109967,4340,230830,689,104249,69329,187875,551433,67901,30160,37741,10.2,6.0,5.7,10.0,3.9,410844,2.5,33.2,145165,185205,6.0,51,059
0500000US51061,"Fauquier County, Virginia",72837,36472,36365,4778,171,1318,21,4946,1127,7171,56514,4241,2004,2237,3.6,5.5,5.5,17.8,4.5,26011,1.8,23.1,122785,151544,5.8,51,061
0500000US51063,"Floyd County, Virginia",15414,7607,7807,456,43,62,0,284,53,456,14296,1453,720,733,0.0,4.8,1.8,5.5,9.9,6655,8.1,2.6,57146,71387,9.4,51,063
0500000US51065,"Fluvanna County, Virginia",25778,12714,13064,3215,0,338,23,1529,525,1087,19863,1561,871,690,10.2,31.4,3.6,22.7,4.4,10195,2.8,9.8,90766,125295,6.1,51,065
0500000US51067,"Franklin County, Virginia",53168,26345,26823,3786,142,353,0,1680,355,1542,46461,7046,3331,3715,19.5,0.0,29.3,20.2,12.3,22022,5.1,7.0,66275,89849,13.3,51,067
0500000US51069,"Frederick County, Virginia",90311,45194,45117,3536,340,1781,86,3812,2761,9254,73233,6114,2819,3295,10.4,5.2,13.1,15.8,5.5,33534,2.8,11.7,92443,114214,6.8,51,069
0500000US51071,"Giles County, Virginia",16527,8182,8345,358,3,59,39,351,0,319,15586,1596,630,966,56.7,3.4,12.8,9.7,8.5,6852,4.1,2.8,61987,73546,9.7,51,071
0500000US51073,"Gloucester County, Virginia",38172,18883,19289,3087,83,258,0,2160,295,1594,31766,2846,1095,1751,18.8,5.0,10.9,1.1,6.2,14857,2.6,9.1,83750,100712,7.5,51,073
0500000US51075,"Goochland County, Virginia",23876,11761,12115,3144,5,425,0,776,391,778,18808,1009,335,674,4.5,4.5,1.0,12.1,4.0,9788,2.8,23.3,105600,159778,4.2,51,075
0500000US51077,"Grayson County, Virginia",14450,7248,7202,339,0,181,0,364,33,562,13270,2700,1178,1522,37.5,64.1,15.1,6.6,17.9,6148,4.8,2.1,43348,62651,18.7,51,077
0500000US51079,"Greene County, Virginia",20446,9809,10637,1316,18,481,15,1032,1095,1364,16359,2273,932,1341,36.5,7.9,26.4,16.0,6.7,7662,2.1,8.5,81338,105126,11.1,51,079
